session_id,condition,smoke_metric,value,units,n_trials,n_units,n_timepoints,computed_from_slice,interpretation_allowed
230719,AAAX,timepoint_count,6000,timepoints,31,127,6000,false,false
230719,AAXB,finite_fraction,1.000000,ratio,35,127,6000,true,false
230719,AAXB,nonnegative_fraction,1.000000,ratio,35,127,6000,true,false
230719,AAXB,total_nonzero_bins_preview,2799,bins,35,127,6000,true,false
230719,AAXB,mean_rate_preview_if_units_known,4.665000,Hz,35,127,6000,true,false
230719,AAXB,trial_count,35,trials,35,127,6000,false,false
230719,AAXB,unit_count,127,units,35,127,6000,false,false
230719,AAXB,timepoint_count,6000,timepoints,35,127,6000,false,false
230719,AXAB,finite_fraction,1.000000,ratio,26,127,6000,true,false
230719,AXAB,nonnegative_fraction,1.000000,ratio,26,127,6000,true,false
230719,AXAB,total_nonzero_bins_preview,2923,bins,26,127,6000,true,false
230719,AXAB,mean_rate_preview_if_units_known,4.871667,Hz,26,127,6000,true,false
230719,AXAB,trial_count,26,trials,26,127,6000,false,false
230719,AXAB,unit_count,127,units,26,127,6000,false,false
230719,AXAB,timepoint_count,6000,timepoints,26,127,6000,false,false
230719,BBBA,finite_fraction,1.000000,ratio,232,127,6000,true,false
230719,BBBA,nonnegative_fraction,1.000000,ratio,232,127,6000,true,false
230719,BBBA,total_nonzero_bins_preview,3524,bins,232,127,6000,true,false
230719,BBBA,mean_rate_preview_if_units_known,5.873333,Hz,232,127,6000,true,false
230719,BBBA,trial_count,232,trials,232,127,6000,false,false
230719,BBBA,unit_count,127,units,232,127,6000,false,false
230719,BBBA,timepoint_count,6000,timepoints,232,127,6000,false,false
230719,BBBX,finite_fraction,1.000000,ratio,35,127,6000,true,false
230719,BBBX,nonnegative_fraction,1.000000,ratio,35,127,6000,true,false
230719,BBBX,total_nonzero_bins_preview,2992,bins,35,127,6000,true,false
230719,BBBX,mean_rate_preview_if_units_known,4.986667,Hz,35,127,6000,true,false
230719,BBBX,trial_count,35,trials,35,127,6000,false,false
230719,BBBX,unit_count,127,units,35,127,6000,false,false
230719,BBBX,timepoint_count,6000,timepoints,35,127,6000,false,false
230719,BBXA,finite_fraction,1.000000,ratio,30,127,6000,true,false
230719,BBXA,nonnegative_fraction,1.000000,ratio,30,127,6000,true,false
230719,BBXA,total_nonzero_bins_preview,4316,bins,30,127,6000,true,false
230719,BBXA,mean_rate_preview_if_units_known,7.193333,Hz,30,127,6000,true,false
230719,BBXA,trial_count,30,trials,30,127,6000,false,false
230719,BBXA,unit_count,127,units,30,127,6000,false,false
230719,BBXA,timepoint_count,6000,timepoints,30,127,6000,false,false
230719,BXBA,finite_fraction,1.000000,ratio,33,127,6000,true,false
230719,BXBA,nonnegative_fraction,1.000000,ratio,33,127,6000,true,false
230719,BXBA,total_nonzero_bins_preview,5046,bins,33,127,6000,true,false
230719,BXBA,mean_rate_preview_if_units_known,8.410000,Hz,33,127,6000,true,false
230719,BXBA,trial_count,33,trials,33,127,6000,false,false
230719,BXBA,unit_count,127,units,33,127,6000,false,false
230719,BXBA,timepoint_count,6000,timepoints,33,127,6000,false,false
230719,RRRR,finite_fraction,1.000000,ratio,136,127,6000,true,false
230719,RRRR,nonnegative_fraction,1.000000,ratio,136,127,6000,true,false
230719,RRRR,total_nonzero_bins_preview,4177,bins,136,127,6000,true,false
230719,RRRR,mean_rate_preview_if_units_known,6.961667,Hz,136,127,6000,true,false
230719,RRRR,trial_count,136,trials,136,127,6000,false,false
230719,RRRR,unit_count,127,units,136,127,6000,false,false
230719,RRRR,timepoint_count,6000,timepoints,136,127,6000,false,false
230719,RRRX,finite_fraction,1.000000,ratio,90,127,6000,true,false
230719,RRRX,nonnegative_fraction,1.000000,ratio,90,127,6000,true,false
230719,RRRX,total_nonzero_bins_preview,4911,bins,90,127,6000,true,false
230719,RRRX,mean_rate_preview_if_units_known,8.185000,Hz,90,127,6000,true,false
230719,RRRX,trial_count,90,trials,90,127,6000,false,false
230719,RRRX,unit_count,127,units,90,127,6000,false,false
230719,RRRX,timepoint_count,6000,timepoints,90,127,6000,false,false
230719,RRXR,finite_fraction,1.000000,ratio,17,127,6000,true,false
230719,RRXR,nonnegative_fraction,1.000000,ratio,17,127,6000,true,false
230719,RRXR,total_nonzero_bins_preview,2662,bins,17,127,6000,true,false
230719,RRXR,mean_rate_preview_if_units_known,5.219608,Hz,17,127,6000,true,false
230719,RRXR,trial_count,17,trials,17,127,6000,false,false
230719,RRXR,unit_count,127,units,17,127,6000,false,false
230719,RRXR,timepoint_count,6000,timepoints,17,127,6000,false,false
230719,RXRR,finite_fraction,1.000000,ratio,57,127,6000,true,false
230719,RXRR,nonnegative_fraction,1.000000,ratio,57,127,6000,true,false
230719,RXRR,total_nonzero_bins_preview,5205,bins,57,127,6000,true,false
230719,RXRR,mean_rate_preview_if_units_known,8.675000,Hz,57,127,6000,true,false
230719,RXRR,trial_count,57,trials,57,127,6000,false,false
230719,RXRR,unit_count,127,units,57,127,6000,false,false
230719,RXRR,timepoint_count,6000,timepoints,57,127,6000,false,false
230720,AAAB,finite_fraction,1.000000,ratio,240,181,6000,true,false
230720,AAAB,nonnegative_fraction,1.000000,ratio,240,181,6000,true,false
230720,AAAB,total_nonzero_bins_preview,6076,bins,240,181,6000,true,false
230720,AAAB,mean_rate_preview_if_units_known,10.126667,Hz,240,181,6000,true,false
230720,AAAB,trial_count,240,trials,240,181,6000,false,false
230720,AAAB,unit_count,181,units,240,181,6000,false,false
230720,AAAB,timepoint_count,6000,timepoints,240,181,6000,false,false
230720,AAAX,finite_fraction,1.000000,ratio,30,181,6000,true,false
230720,AAAX,nonnegative_fraction,1.000000,ratio,30,181,6000,true,false
230720,AAAX,total_nonzero_bins_preview,5245,bins,30,181,6000,true,false
230720,AAAX,mean_rate_preview_if_units_known,8.741667,Hz,30,181,6000,true,false
230720,AAAX,trial_count,30,trials,30,181,6000,false,false
230720,AAAX,unit_count,181,units,30,181,6000,false,false
230720,AAAX,timepoint_count,6000,timepoints,30,181,6000,false,false
230720,AAXB,finite_fraction,1.000000,ratio,30,181,6000,true,false
230720,AAXB,nonnegative_fraction,1.000000,ratio,30,181,6000,true,false
230720,AAXB,total_nonzero_bins_preview,5873,bins,30,181,6000,true,false
230720,AAXB,mean_rate_preview_if_units_known,9.788333,Hz,30,181,6000,true,false
230720,AAXB,trial_count,30,trials,30,181,6000,false,false
230720,AAXB,unit_count,181,units,30,181,6000,false,false
230720,AAXB,timepoint_count,6000,timepoints,30,181,6000,false,false
230720,AXAB,finite_fraction,1.000000,ratio,30,181,6000,true,false
230720,AXAB,nonnegative_fraction,1.000000,ratio,30,181,6000,true,false
230720,AXAB,total_nonzero_bins_preview,5656,bins,30,181,6000,true,false
230720,AXAB,mean_rate_preview_if_units_known,9.426667,Hz,30,181,6000,true,false
230720,AXAB,trial_count,30,trials,30,181,6000,false,false
230720,AXAB,unit_count,181,units,30,181,6000,false,false
230720,AXAB,timepoint_count,6000,timepoints,30,181,6000,false,false
230720,BBBA,finite_fraction,1.000000,ratio,225,181,6000,true,false
230720,BBBA,nonnegative_fraction,1.000000,ratio,225,181,6000,true,false
230720,BBBA,total_nonzero_bins_preview,6077,bins,225,181,6000,true,false
230720,BBBA,mean_rate_preview_if_units_known,10.128333,Hz,225,181,6000,true,false
230720,BBBA,trial_count,225,trials,225,181,6000,false,false
230720,BBBA,unit_count,181,units,225,181,6000,false,false
230720,BBBA,timepoint_count,6000,timepoints,225,181,6000,false,false
230720,BBBX,finite_fraction,1.000000,ratio,32,181,6000,true,false
230720,BBBX,nonnegative_fraction,1.000000,ratio,32,181,6000,true,false
230720,BBBX,total_nonzero_bins_preview,5790,bins,32,181,6000,true,false
230720,BBBX,mean_rate_preview_if_units_known,9.650000,Hz,32,181,6000,true,false
230720,BBBX,trial_count,32,trials,32,181,6000,false,false
230720,BBBX,unit_count,181,units,32,181,6000,false,false
230720,BBBX,timepoint_count,6000,timepoints,32,181,6000,false,false
230720,BBXA,finite_fraction,1.000000,ratio,39,181,6000,true,false
230720,BBXA,nonnegative_fraction,1.000000,ratio,39,181,6000,true,false
230720,BBXA,total_nonzero_bins_preview,5539,bins,39,181,6000,true,false
230720,BBXA,mean_rate_preview_if_units_known,9.231667,Hz,39,181,6000,true,false
230720,BBXA,trial_count,39,trials,39,181,6000,false,false
230720,BBXA,unit_count,181,units,39,181,6000,false,false
230720,BBXA,timepoint_count,6000,timepoints,39,181,6000,false,false
230720,BXBA,finite_fraction,1.000000,ratio,34,181,6000,true,false
230720,BXBA,nonnegative_fraction,1.000000,ratio,34,181,6000,true,false
230720,BXBA,total_nonzero_bins_preview,6320,bins,34,181,6000,true,false
230720,BXBA,mean_rate_preview_if_units_known,10.533333,Hz,34,181,6000,true,false
230720,BXBA,trial_count,34,trials,34,181,6000,false,false
230720,BXBA,unit_count,181,units,34,181,6000,false,false
230720,BXBA,timepoint_count,6000,timepoints,34,181,6000,false,false
230720,RRRR,finite_fraction,1.000000,ratio,139,181,6000,true,false
230720,RRRR,nonnegative_fraction,1.000000,ratio,139,181,6000,true,false
230720,RRRR,total_nonzero_bins_preview,6646,bins,139,181,6000,true,false
230720,RRRR,mean_rate_preview_if_units_known,11.076667,Hz,139,181,6000,true,false
230720,RRRR,trial_count,139,trials,139,181,6000,false,false
230720,RRRR,unit_count,181,units,139,181,6000,false,false
230720,RRRR,timepoint_count,6000,timepoints,139,181,6000,false,false
230720,RRRX,finite_fraction,1.000000,ratio,87,181,6000,true,false
230720,RRRX,nonnegative_fraction,1.000000,ratio,87,181,6000,true,false
230720,RRRX,total_nonzero_bins_preview,6566,bins,87,181,6000,true,false
230720,RRRX,mean_rate_preview_if_units_known,10.943333,Hz,87,181,6000,true,false
230720,RRRX,trial_count,87,trials,87,181,6000,false,false
230720,RRRX,unit_count,181,units,87,181,6000,false,false
230720,RRRX,timepoint_count,6000,timepoints,87,181,6000,false,false
230720,RRXR,finite_fraction,1.000000,ratio,38,181,6000,true,false
230720,RRXR,nonnegative_fraction,1.000000,ratio,38,181,6000,true,false
230720,RRXR,total_nonzero_bins_preview,5928,bins,38,181,6000,true,false
230720,RRXR,mean_rate_preview_if_units_known,9.880000,Hz,38,181,6000,true,false
230720,RRXR,trial_count,38,trials,38,181,6000,false,false
230720,RRXR,unit_count,181,units,38,181,6000,false,false
230720,RRXR,timepoint_count,6000,timepoints,38,181,6000,false,false
230720,RXRR,finite_fraction,1.000000,ratio,36,181,6000,true,false
230720,RXRR,nonnegative_fraction,1.000000,ratio,36,181,6000,true,false
230720,RXRR,total_nonzero_bins_preview,5358,bins,36,181,6000,true,false
230720,RXRR,mean_rate_preview_if_units_known,8.930000,Hz,36,181,6000,true,false
230720,RXRR,trial_count,36,trials,36,181,6000,false,false
230720,RXRR,unit_count,181,units,36,181,6000,false,false
230720,RXRR,timepoint_count,6000,timepoints,36,181,6000,false,false
230720,AAAB,finite_fraction,1.000000,ratio,240,136,6000,true,false
230720,AAAB,nonnegative_fraction,1.000000,ratio,240,136,6000,true,false
230720,AAAB,total_nonzero_bins_preview,1565,bins,240,136,6000,true,false
230720,AAAB,mean_rate_preview_if_units_known,2.608333,Hz,240,136,6000,true,false
230720,AAAB,trial_count,240,trials,240,136,6000,false,false
230720,AAAB,unit_count,136,units,240,136,6000,false,false
230720,AAAB,timepoint_count,6000,timepoints,240,136,6000,false,false
230720,AAAX,finite_fraction,1.000000,ratio,30,136,6000,true,false
230720,AAAX,nonnegative_fraction,1.000000,ratio,30,136,6000,true,false
230720,AAAX,total_nonzero_bins_preview,2784,bins,30,136,6000,true,false
230720,AAAX,mean_rate_preview_if_units_known,4.640000,Hz,30,136,6000,true,false
230720,AAAX,trial_count,30,trials,30,136,6000,false,false
230720,AAAX,unit_count,136,units,30,136,6000,false,false
230720,AAAX,timepoint_count,6000,timepoints,30,136,6000,false,false
230720,AAXB,finite_fraction,1.000000,ratio,30,136,6000,true,false
230720,AAXB,nonnegative_fraction,1.000000,ratio,30,136,6000,true,false
230720,AAXB,total_nonzero_bins_preview,2704,bins,30,136,6000,true,false
230720,AAXB,mean_rate_preview_if_units_known,4.506667,Hz,30,136,6000,true,false
230720,AAXB,trial_count,30,trials,30,136,6000,false,false
230720,AAXB,unit_count,136,units,30,136,6000,false,false
230720,AAXB,timepoint_count,6000,timepoints,30,136,6000,false,false
230720,AXAB,finite_fraction,1.000000,ratio,30,136,6000,true,false
230720,AXAB,nonnegative_fraction,1.000000,ratio,30,136,6000,true,false
230720,AXAB,total_nonzero_bins_preview,2519,bins,30,136,6000,true,false
230720,AXAB,mean_rate_preview_if_units_known,4.198333,Hz,30,136,6000,true,false
230720,AXAB,trial_count,30,trials,30,136,6000,false,false
230720,AXAB,unit_count,136,units,30,136,6000,false,false
230720,AXAB,timepoint_count,6000,timepoints,30,136,6000,false,false
230720,BBBA,finite_fraction,1.000000,ratio,225,136,6000,true,false
230720,BBBA,nonnegative_fraction,1.000000,ratio,225,136,6000,true,false
230720,BBBA,total_nonzero_bins_preview,2913,bins,225,136,6000,true,false
230720,BBBA,mean_rate_preview_if_units_known,4.855000,Hz,225,136,6000,true,false
230720,BBBA,trial_count,225,trials,225,136,6000,false,false
230720,BBBA,unit_count,136,units,225,136,6000,false,false
230720,BBBA,timepoint_count,6000,timepoints,225,136,6000,false,false
230720,BBBX,finite_fraction,1.000000,ratio,32,136,6000,true,false
230720,BBBX,nonnegative_fraction,1.000000,ratio,32,136,6000,true,false
230720,BBBX,total_nonzero_bins_preview,3219,bins,32,136,6000,true,false
230720,BBBX,mean_rate_preview_if_units_known,5.365000,Hz,32,136,6000,true,false
230720,BBBX,trial_count,32,trials,32,136,6000,false,false
230720,BBBX,unit_count,136,units,32,136,6000,false,false
230720,BBBX,timepoint_count,6000,timepoints,32,136,6000,false,false
230720,BBXA,finite_fraction,1.000000,ratio,39,136,6000,true,false
230720,BBXA,nonnegative_fraction,1.000000,ratio,39,136,6000,true,false
230720,BBXA,total_nonzero_bins_preview,2918,bins,39,136,6000,true,false
230720,BBXA,mean_rate_preview_if_units_known,4.863333,Hz,39,136,6000,true,false
230720,BBXA,trial_count,39,trials,39,136,6000,false,false
230720,BBXA,unit_count,136,units,39,136,6000,false,false
230720,BBXA,timepoint_count,6000,timepoints,39,136,6000,false,false
230720,BXBA,finite_fraction,1.000000,ratio,34,136,6000,true,false
230720,BXBA,nonnegative_fraction,1.000000,ratio,34,136,6000,true,false
230720,BXBA,total_nonzero_bins_preview,2915,bins,34,136,6000,true,false
230720,BXBA,mean_rate_preview_if_units_known,4.858333,Hz,34,136,6000,true,false
230720,BXBA,trial_count,34,trials,34,136,6000,false,false
230720,BXBA,unit_count,136,units,34,136,6000,false,false
230720,BXBA,timepoint_count,6000,timepoints,34,136,6000,false,false
230720,RRRR,finite_fraction,1.000000,ratio,139,136,6000,true,false
230720,RRRR,nonnegative_fraction,1.000000,ratio,139,136,6000,true,false
230720,RRRR,total_nonzero_bins_preview,3176,bins,139,136,6000,true,false
230720,RRRR,mean_rate_preview_if_units_known,5.293333,Hz,139,136,6000,true,false
230720,RRRR,trial_count,139,trials,139,136,6000,false,false
230720,RRRR,unit_count,136,units,139,136,6000,false,false
230720,RRRR,timepoint_count,6000,timepoints,139,136,6000,false,false
230720,RRRX,finite_fraction,1.000000,ratio,87,136,6000,true,false
230720,RRRX,nonnegative_fraction,1.000000,ratio,87,136,6000,true,false
230720,RRRX,total_nonzero_bins_preview,3043,bins,87,136,6000,true,false
230720,RRRX,mean_rate_preview_if_units_known,5.071667,Hz,87,136,6000,true,false
230720,RRRX,trial_count,87,trials,87,136,6000,false,false
230720,RRRX,unit_count,136,units,87,136,6000,false,false
230720,RRRX,timepoint_count,6000,timepoints,87,136,6000,false,false
230720,RRXR,finite_fraction,1.000000,ratio,38,136,6000,true,false
230720,RRXR,nonnegative_fraction,1.000000,ratio,38,136,6000,true,false
230720,RRXR,total_nonzero_bins_preview,3029,bins,38,136,6000,true,false
230720,RRXR,mean_rate_preview_if_units_known,5.048333,Hz,38,136,6000,true,false
230720,RRXR,trial_count,38,trials,38,136,6000,false,false
230720,RRXR,unit_count,136,units,38,136,6000,false,false
230720,RRXR,timepoint_count,6000,timepoints,38,136,6000,false,false
230720,RXRR,finite_fraction,1.000000,ratio,36,136,6000,true,false
230720,RXRR,nonnegative_fraction,1.000000,ratio,36,136,6000,true,false
230720,RXRR,total_nonzero_bins_preview,3010,bins,36,136,6000,true,false
230720,RXRR,mean_rate_preview_if_units_known,5.016667,Hz,36,136,6000,true,false
230720,RXRR,trial_count,36,trials,36,136,6000,false,false
230720,RXRR,unit_count,136,units,36,136,6000,false,false
230720,RXRR,timepoint_count,6000,timepoints,36,136,6000,false,false
230721,AAAB,finite_fraction,1.000000,ratio,238,57,6000,true,false
230721,AAAB,nonnegative_fraction,1.000000,ratio,238,57,6000,true,false
230721,AAAB,total_nonzero_bins_preview,583,bins,238,57,6000,true,false
230721,AAAB,mean_rate_preview_if_units_known,0.971667,Hz,238,57,6000,true,false
230721,AAAB,trial_count,238,trials,238,57,6000,false,false
230721,AAAB,unit_count,57,units,238,57,6000,false,false
230721,AAAB,timepoint_count,6000,timepoints,238,57,6000,false,false
230721,AAAX,finite_fraction,1.000000,ratio,33,57,6000,true,false
230721,AAAX,nonnegative_fraction,1.000000,ratio,33,57,6000,true,false
230721,AAAX,total_nonzero_bins_preview,645,bins,33,57,6000,true,false
230721,AAAX,mean_rate_preview_if_units_known,1.075000,Hz,33,57,6000,true,false
230721,AAAX,trial_count,33,trials,33,57,6000,false,false
230721,AAAX,unit_count,57,units,33,57,6000,false,false
230721,AAAX,timepoint_count,6000,timepoints,33,57,6000,false,false
230721,AAXB,finite_fraction,1.000000,ratio,32,57,6000,true,false
230721,AAXB,nonnegative_fraction,1.000000,ratio,32,57,6000,true,false
230721,AAXB,total_nonzero_bins_preview,638,bins,32,57,6000,true,false
230721,AAXB,mean_rate_preview_if_units_known,1.063333,Hz,32,57,6000,true,false
230721,AAXB,trial_count,32,trials,32,57,6000,false,false
230721,AAXB,unit_count,57,units,32,57,6000,false,false
230721,AAXB,timepoint_count,6000,timepoints,32,57,6000,false,false
230721,AXAB,finite_fraction,1.000000,ratio,27,57,6000,true,false
230721,AXAB,nonnegative_fraction,1.000000,ratio,27,57,6000,true,false
230721,AXAB,total_nonzero_bins_preview,669,bins,27,57,6000,true,false
230721,AXAB,mean_rate_preview_if_units_known,1.115000,Hz,27,57,6000,true,false
230721,AXAB,trial_count,27,trials,27,57,6000,false,false
230721,AXAB,unit_count,57,units,27,57,6000,false,false
230721,AXAB,timepoint_count,6000,timepoints,27,57,6000,false,false
230721,BBBA,finite_fraction,1.000000,ratio,231,57,6000,true,false
230721,BBBA,nonnegative_fraction,1.000000,ratio,231,57,6000,true,false
230721,BBBA,total_nonzero_bins_preview,637,bins,231,57,6000,true,false
230721,BBBA,mean_rate_preview_if_units_known,1.061667,Hz,231,57,6000,true,false
230721,BBBA,trial_count,231,trials,231,57,6000,false,false
230721,BBBA,unit_count,57,units,231,57,6000,false,false
230721,BBBA,timepoint_count,6000,timepoints,231,57,6000,false,false
230721,BBBX,finite_fraction,1.000000,ratio,33,57,6000,true,false
230721,BBBX,nonnegative_fraction,1.000000,ratio,33,57,6000,true,false
230721,BBBX,total_nonzero_bins_preview,643,bins,33,57,6000,true,false
230721,BBBX,mean_rate_preview_if_units_known,1.071667,Hz,33,57,6000,true,false
230721,BBBX,trial_count,33,trials,33,57,6000,false,false
230721,BBBX,unit_count,57,units,33,57,6000,false,false
230721,BBBX,timepoint_count,6000,timepoints,33,57,6000,false,false
230721,BBXA,finite_fraction,1.000000,ratio,34,57,6000,true,false
230721,BBXA,nonnegative_fraction,1.000000,ratio,34,57,6000,true,false
230721,BBXA,total_nonzero_bins_preview,675,bins,34,57,6000,true,false
230721,BBXA,mean_rate_preview_if_units_known,1.125000,Hz,34,57,6000,true,false
230721,BBXA,trial_count,34,trials,34,57,6000,false,false
230721,BBXA,unit_count,57,units,34,57,6000,false,false
230721,BBXA,timepoint_count,6000,timepoints,34,57,6000,false,false
230721,BXBA,finite_fraction,1.000000,ratio,32,57,6000,true,false
230721,BXBA,nonnegative_fraction,1.000000,ratio,32,57,6000,true,false
230721,BXBA,total_nonzero_bins_preview,675,bins,32,57,6000,true,false
230721,BXBA,mean_rate_preview_if_units_known,1.125000,Hz,32,57,6000,true,false
230721,BXBA,trial_count,32,trials,32,57,6000,false,false
230721,BXBA,unit_count,57,units,32,57,6000,false,false
230721,BXBA,timepoint_count,6000,timepoints,32,57,6000,false,false
230721,RRRR,finite_fraction,1.000000,ratio,140,57,6000,true,false
230721,RRRR,nonnegative_fraction,1.000000,ratio,140,57,6000,true,false
230721,RRRR,total_nonzero_bins_preview,651,bins,140,57,6000,true,false
230721,RRRR,mean_rate_preview_if_units_known,1.085000,Hz,140,57,6000,true,false
230721,RRRR,trial_count,140,trials,140,57,6000,false,false
230721,RRRR,unit_count,57,units,140,57,6000,false,false
230721,RRRR,timepoint_count,6000,timepoints,140,57,6000,false,false
230721,RRRX,finite_fraction,1.000000,ratio,74,57,6000,true,false
230721,RRRX,nonnegative_fraction,1.000000,ratio,74,57,6000,true,false
230721,RRRX,total_nonzero_bins_preview,666,bins,74,57,6000,true,false
230721,RRRX,mean_rate_preview_if_units_known,1.110000,Hz,74,57,6000,true,false
230721,RRRX,trial_count,74,trials,74,57,6000,false,false
230721,RRRX,unit_count,57,units,74,57,6000,false,false
230721,RRRX,timepoint_count,6000,timepoints,74,57,6000,false,false
230721,RRXR,finite_fraction,1.000000,ratio,24,57,6000,true,false
230721,RRXR,nonnegative_fraction,1.000000,ratio,24,57,6000,true,false
230721,RRXR,total_nonzero_bins_preview,638,bins,24,57,6000,true,false
230721,RRXR,mean_rate_preview_if_units_known,1.063333,Hz,24,57,6000,true,false
230721,RRXR,trial_count,24,trials,24,57,6000,false,false
230721,RRXR,unit_count,57,units,24,57,6000,false,false
230721,RRXR,timepoint_count,6000,timepoints,24,57,6000,false,false
230721,RXRR,finite_fraction,1.000000,ratio,62,57,6000,true,false
230721,RXRR,nonnegative_fraction,1.000000,ratio,62,57,6000,true,false
230721,RXRR,total_nonzero_bins_preview,664,bins,62,57,6000,true,false
230721,RXRR,mean_rate_preview_if_units_known,1.106667,Hz,62,57,6000,true,false
230721,RXRR,trial_count,62,trials,62,57,6000,false,false
230721,RXRR,unit_count,57,units,62,57,6000,false,false
230721,RXRR,timepoint_count,6000,timepoints,62,57,6000,false,false
230721,AAAB,finite_fraction,1.000000,ratio,238,220,6000,true,false
230721,AAAB,nonnegative_fraction,1.000000,ratio,238,220,6000,true,false
230721,AAAB,total_nonzero_bins_preview,210,bins,238,220,6000,true,false
230721,AAAB,mean_rate_preview_if_units_known,0.350000,Hz,238,220,6000,true,false
230721,AAAB,trial_count,238,trials,238,220,6000,false,false
230721,AAAB,unit_count,220,units,238,220,6000,false,false
230721,AAAB,timepoint_count,6000,timepoints,238,220,6000,false,false
230721,AAAX,finite_fraction,1.000000,ratio,33,220,6000,true,false
230721,AAAX,nonnegative_fraction,1.000000,ratio,33,220,6000,true,false
230721,AAAX,total_nonzero_bins_preview,1730,bins,33,220,6000,true,false
230721,AAAX,mean_rate_preview_if_units_known,2.883333,Hz,33,220,6000,true,false
230721,AAAX,trial_count,33,trials,33,220,6000,false,false
230721,AAAX,unit_count,220,units,33,220,6000,false,false
230721,AAAX,timepoint_count,6000,timepoints,33,220,6000,false,false
230721,AAXB,finite_fraction,1.000000,ratio,32,220,6000,true,false
230721,AAXB,nonnegative_fraction,1.000000,ratio,32,220,6000,true,false
230721,AAXB,total_nonzero_bins_preview,1413,bins,32,220,6000,true,false
230721,AAXB,mean_rate_preview_if_units_known,2.355000,Hz,32,220,6000,true,false
230721,AAXB,trial_count,32,trials,32,220,6000,false,false
230721,AAXB,unit_count,220,units,32,220,6000,false,false
230721,AAXB,timepoint_count,6000,timepoints,32,220,6000,false,false
230721,AXAB,finite_fraction,1.000000,ratio,27,220,6000,true,false
230721,AXAB,nonnegative_fraction,1.000000,ratio,27,220,6000,true,false
230721,AXAB,total_nonzero_bins_preview,1234,bins,27,220,6000,true,false
230721,AXAB,mean_rate_preview_if_units_known,2.056667,Hz,27,220,6000,true,false
230721,AXAB,trial_count,27,trials,27,220,6000,false,false
230721,AXAB,unit_count,220,units,27,220,6000,false,false
230721,AXAB,timepoint_count,6000,timepoints,27,220,6000,false,false
230721,BBBA,finite_fraction,1.000000,ratio,231,220,6000,true,false
230721,BBBA,nonnegative_fraction,1.000000,ratio,231,220,6000,true,false
230721,BBBA,total_nonzero_bins_preview,1740,bins,231,220,6000,true,false
230721,BBBA,mean_rate_preview_if_units_known,2.900000,Hz,231,220,6000,true,false
230721,BBBA,trial_count,231,trials,231,220,6000,false,false
230721,BBBA,unit_count,220,units,231,220,6000,false,false
230721,BBBA,timepoint_count,6000,timepoints,231,220,6000,false,false
230721,BBBX,finite_fraction,1.000000,ratio,33,220,6000,true,false
230721,BBBX,nonnegative_fraction,1.000000,ratio,33,220,6000,true,false
230721,BBBX,total_nonzero_bins_preview,1989,bins,33,220,6000,true,false
230721,BBBX,mean_rate_preview_if_units_known,3.315000,Hz,33,220,6000,true,false
230721,BBBX,trial_count,33,trials,33,220,6000,false,false
230721,BBBX,unit_count,220,units,33,220,6000,false,false
230721,BBBX,timepoint_count,6000,timepoints,33,220,6000,false,false
230721,BBXA,finite_fraction,1.000000,ratio,34,220,6000,true,false
230721,BBXA,nonnegative_fraction,1.000000,ratio,34,220,6000,true,false
230721,BBXA,total_nonzero_bins_preview,874,bins,34,220,6000,true,false
230721,BBXA,mean_rate_preview_if_units_known,1.456667,Hz,34,220,6000,true,false
230721,BBXA,trial_count,34,trials,34,220,6000,false,false
230721,BBXA,unit_count,220,units,34,220,6000,false,false
230721,BBXA,timepoint_count,6000,timepoints,34,220,6000,false,false
230721,BXBA,finite_fraction,1.000000,ratio,32,220,6000,true,false
230721,BXBA,nonnegative_fraction,1.000000,ratio,32,220,6000,true,false
230721,BXBA,total_nonzero_bins_preview,1583,bins,32,220,6000,true,false
230721,BXBA,mean_rate_preview_if_units_known,2.638333,Hz,32,220,6000,true,false
230721,BXBA,trial_count,32,trials,32,220,6000,false,false
230721,BXBA,unit_count,220,units,32,220,6000,false,false
230721,BXBA,timepoint_count,6000,timepoints,32,220,6000,false,false
230721,RRRR,finite_fraction,1.000000,ratio,140,220,6000,true,false
230721,RRRR,nonnegative_fraction,1.000000,ratio,140,220,6000,true,false
230721,RRRR,total_nonzero_bins_preview,3382,bins,140,220,6000,true,false
230721,RRRR,mean_rate_preview_if_units_known,5.636667,Hz,140,220,6000,true,false
230721,RRRR,trial_count,140,trials,140,220,6000,false,false
230721,RRRR,unit_count,220,units,140,220,6000,false,false
230721,RRRR,timepoint_count,6000,timepoints,140,220,6000,false,false
230721,RRRX,finite_fraction,1.000000,ratio,74,220,6000,true,false
230721,RRRX,nonnegative_fraction,1.000000,ratio,74,220,6000,true,false
230721,RRRX,total_nonzero_bins_preview,3739,bins,74,220,6000,true,false
230721,RRRX,mean_rate_preview_if_units_known,6.231667,Hz,74,220,6000,true,false
230721,RRRX,trial_count,74,trials,74,220,6000,false,false
230721,RRRX,unit_count,220,units,74,220,6000,false,false
230721,RRRX,timepoint_count,6000,timepoints,74,220,6000,false,false
230721,RRXR,finite_fraction,1.000000,ratio,24,220,6000,true,false
230721,RRXR,nonnegative_fraction,1.000000,ratio,24,220,6000,true,false
230721,RRXR,total_nonzero_bins_preview,1900,bins,24,220,6000,true,false
230721,RRXR,mean_rate_preview_if_units_known,3.166667,Hz,24,220,6000,true,false
230721,RRXR,trial_count,24,trials,24,220,6000,false,false
