session_id,condition,smoke_metric,value,units,n_trials,n_units,n_timepoints,computed_from_slice,interpretation_allowed
230630,BBBX,mean_rate_preview_if_units_known,17.245833,Hz,8,50,6000,true,false
230630,BBBX,trial_count,8,trials,8,50,6000,false,false
230630,BBBX,unit_count,50,units,8,50,6000,false,false
230630,BBBX,timepoint_count,6000,timepoints,8,50,6000,false,false
230630,BBXA,finite_fraction,1.000000,ratio,7,50,6000,true,false
230630,BBXA,nonnegative_fraction,1.000000,ratio,7,50,6000,true,false
230630,BBXA,total_nonzero_bins_preview,3676,bins,7,50,6000,true,false
230630,BBXA,mean_rate_preview_if_units_known,17.504762,Hz,7,50,6000,true,false
230630,BBXA,trial_count,7,trials,7,50,6000,false,false
230630,BBXA,unit_count,50,units,7,50,6000,false,false
230630,BBXA,timepoint_count,6000,timepoints,7,50,6000,false,false
230630,BXBA,finite_fraction,1.000000,ratio,6,50,6000,true,false
230630,BXBA,nonnegative_fraction,1.000000,ratio,6,50,6000,true,false
230630,BXBA,total_nonzero_bins_preview,3231,bins,6,50,6000,true,false
230630,BXBA,mean_rate_preview_if_units_known,17.950000,Hz,6,50,6000,true,false
230630,BXBA,trial_count,6,trials,6,50,6000,false,false
230630,BXBA,unit_count,50,units,6,50,6000,false,false
230630,BXBA,timepoint_count,6000,timepoints,6,50,6000,false,false
230630,RRRR,finite_fraction,1.000000,ratio,82,50,6000,true,false
