session_id,condition,window_name,alignment_event,time_base,window_ms,expected_start_ms,expected_end_ms,index_start,index_end,n_timepoints_window,window_within_bounds,warnings
230719,AXAB,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230719,BBBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230719,BBBA,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230719,BBBA,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230719,BBBA,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230719,BBBX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230719,BBBX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230719,BBXA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230719,BBXA,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230719,BXBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230719,BXBA,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230719,RRRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230719,RRRR,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230719,RRRR,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230719,RRRR,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230719,RRRX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230719,RRRX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230719,RRXR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230719,RRXR,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230719,RXRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230719,RXRR,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230720,AAAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,AAAB,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230720,AAAB,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230720,AAAB,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230720,AAAX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,AAAX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230720,AAXB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,AAXB,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230720,AXAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,AXAB,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230720,BBBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,BBBA,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230720,BBBA,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230720,BBBA,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230720,BBBX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,BBBX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230720,BBXA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,BBXA,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230720,BXBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,BXBA,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230720,RRRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,RRRR,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230720,RRRR,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230720,RRRR,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230720,RRRX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,RRRX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230720,RRXR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,RRXR,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230720,RXRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,RXRR,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230720,AAAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,AAAB,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230720,AAAB,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230720,AAAB,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230720,AAAX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,AAAX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230720,AAXB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,AAXB,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230720,AXAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,AXAB,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230720,BBBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,BBBA,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230720,BBBA,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230720,BBBA,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230720,BBBX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,BBBX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230720,BBXA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,BBXA,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230720,BXBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,BXBA,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230720,RRRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,RRRR,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230720,RRRR,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230720,RRRR,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230720,RRRX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,RRRX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230720,RRXR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,RRXR,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230720,RXRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230720,RXRR,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230721,AAAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,AAAB,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230721,AAAB,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230721,AAAB,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230721,AAAX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,AAAX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230721,AAXB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,AAXB,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230721,AXAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,AXAB,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230721,BBBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,BBBA,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230721,BBBA,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230721,BBBA,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230721,BBBX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,BBBX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230721,BBXA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,BBXA,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230721,BXBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,BXBA,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230721,RRRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,RRRR,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230721,RRRR,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230721,RRRR,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230721,RRRX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,RRRX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230721,RRXR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,RRXR,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230721,RXRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,RXRR,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230721,AAAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,AAAB,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230721,AAAB,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230721,AAAB,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230721,AAAX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,AAAX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230721,AAXB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,AAXB,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230721,AXAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,AXAB,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230721,BBBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,BBBA,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230721,BBBA,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230721,BBBA,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230721,BBBX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,BBBX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230721,BBXA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,BBXA,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230721,BXBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,BXBA,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230721,RRRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,RRRR,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230721,RRRR,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230721,RRRR,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230721,RRRX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,RRRX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230721,RRXR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,RRXR,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230721,RXRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230721,RXRR,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,AAAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,AAAB,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,AAAB,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,AAAB,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,AAAX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,AAAX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,AAXB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,AAXB,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,AXAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,AXAB,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,BBBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,BBBA,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,BBBA,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,BBBA,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,BBBX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,BBBX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,BBXA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,BBXA,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,BXBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,BXBA,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,RRRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,RRRR,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,RRRR,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,RRRR,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,RRRX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,RRRX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,RRXR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,RRXR,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,RXRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,RXRR,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,AAAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,AAAB,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,AAAB,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,AAAB,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,AAAX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,AAAX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,AAXB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,AAXB,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,AXAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,AXAB,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,BBBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,BBBA,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,BBBA,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,BBBA,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,BBBX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,BBBX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,BBXA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,BBXA,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,BXBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,BXBA,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,RRRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,RRRR,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,RRRR,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,RRRR,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,RRRX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,RRRX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,RRXR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,RRXR,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,RXRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,RXRR,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,AAAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,AAAB,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,AAAB,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,AAAB,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,AAAX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,AAAX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,AAXB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,AAXB,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,AXAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,AXAB,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,BBBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,BBBA,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,BBBA,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,BBBA,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,BBBX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,BBBX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,BBXA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,BBXA,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,BXBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,BXBA,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,RRRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,RRRR,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230816,RRRR,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,RRRR,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,RRRX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,RRRX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230816,RRXR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,RRXR,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230816,RXRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230816,RXRR,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230818,AAAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230818,AAAB,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230818,AAAB,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230818,AAAB,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230818,AAAX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230818,AAAX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230818,AAXB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230818,AAXB,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230818,AXAB,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230818,AXAB,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230818,BBBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230818,BBBA,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230818,BBBA,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230818,BBBA,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230818,BBBX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230818,BBBX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230818,BBXA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230818,BBXA,omission_local,omission,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230818,BXBA,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230818,BXBA,omission_local,omission,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230818,RRRR,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230818,RRRR,omission_local_p2,omission_p2,omission_relative,"[-1000, 1000]",31,2031,1031,3031,2000,true,None
230818,RRRR,omission_local_p3,omission_p3,omission_relative,"[-1000, 1000]",1062,3062,2062,4062,2000,true,None
230818,RRRR,omission_local_p4,omission_p4,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
230818,RRRX,full_sequence,p1,p1_relative,"[-1000, 4124]",-1000,4124,0,5124,5124,true,None
230818,RRRX,omission_local,omission,omission_relative,"[-1000, 1000]",2093,4093,3093,5093,2000,true,None
