"id","session","area","resolved_area","mapping_status","is_omission_positive","omission_rate","control_rate","baseline_rate"
"230629-probe0-unit149","230629","V1","V1","heuristic_fallback","False","10.151024811218987","17.51001695176452","8.71628910463862"
"230629-probe0-unit150","230629","V1","V1","heuristic_fallback","False","3.19848975188781","3.7632146709816614","2.8910463861920173"
"230629-probe0-unit151","230629","V1","V1","heuristic_fallback","False","0.0","0.0500847588226229","0.0"
"230629-probe0-unit152","230629","V1","V1","heuristic_fallback","False","0.0","0.01541069502234551","0.0"
"230629-probe0-unit153","230629","V1","V1","heuristic_fallback","False","16.758360302049624","14.248189243334874","16.434735706580366"
"230629-probe0-unit154","230629","V1","V1","heuristic_fallback","False","0.10787486515641856","0.1656649714902142","0.0"
"230629-probe0-unit155","230629","V1","V1","heuristic_fallback","False","21.97411003236246","20.080520881491754","21.20819848975189"
"230629-probe0-unit156","230629","V1","V1","heuristic_fallback","False","2.1413160733549086","3.8676991832331633","2.918015102481122"
"230629-probe0-unit157","230629","V1","V1","heuristic_fallback","False","7.335490830636463","15.279010633379567","6.806903991370011"
"230629-probe0-unit158","230629","V1","V1","heuristic_fallback","False","4.401294498381876","5.290876868546771","4.735706580366775"
"230629-probe0-unit159","230629","V1","V1","heuristic_fallback","False","16.030204962243793","14.705116350747419","14.363538295577133"
"230629-probe0-unit160","230629","V1","V1","heuristic_fallback","False","14.875943905070118","14.2194482971182","16.22437971952535"
"230629-probe0-unit161","230629","V1","V1","heuristic_fallback","False","23.505933117583606","22.806672830944674","17.99892125134843"
"230629-probe0-unit162","230629","V1","V1","heuristic_fallback","False","34.973031283710895","15.31044845122515","33.31715210355987"
"230629-probe0-unit163","230629","V1","V1","heuristic_fallback","False","21.06256742179072","21.57050392972723","20.16720604099245"
"230629-probe0-unit164","230629","V1","V1","heuristic_fallback","False","18.13915857605178","21.214748035136385","20.74973031283711"
"230629-probe0-unit165","230629","V1","V1","heuristic_fallback","False","0.0","0.007705347511172755","0.0"
"230629-probe0-unit166","230629","V1","V1","heuristic_fallback","False","13.144552319309602","14.573509015256588","13.543689320388351"
"230629-probe0-unit167","230629","V1","V1","heuristic_fallback","False","13.899676375404532","14.358221605794421","13.338727076591153"
